pO2_bg,PO4_bg,mscore_bg,State_bg,pCO2_bg,efolding (m)_bg,globe_avg_temp (C)_bg,dissolved_O2_sur (molkg-1x1E6)_bg,file_bg,benthic_anoxia_bg,pO2_ev,PO4_ev,mscore_ev,State_ev,pCO2_ev,efolding (m)_ev,globe_avg_temp (C)_ev,dissolved_O2_sur (molkg-1x1E6)_ev,file_ev,benthic_anoxia_ev,PO4_change,pO2_change,temp_change,benthic_anoxia_change,efolding_change,dissolved_O2_change (avg over top 500 m)
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1,1.5,0.524769688,Kellwasser,1,0.75,18.18,72.0914104,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.20,15.96,0.6,-0.2,5.88,14.77,0.25,-151.8682111
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,1.1,1.7,0.521273485,Kellwasser,1,0.75,18.18,109.2405873,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.32,12.2,0.7,0,5.88,9.91,0,31.70595301
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,1.1,1.6,0.521273485,Kellwasser,1,0.75,18.18,91.41401824,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.31,12.2,0.6,0,5.88,9.91,0,13.87938391
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.5,-0.1,7,9.36,0,-29.82043952
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.5,-0.1,7,9.36,0,-29.82043952
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,251030.pO2PO4_55b.dat.13,8.26,0.5,0,7,6.43,0,-16.61357237
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,251030.pO2PO4_55b.dat.13,8.26,0.5,0,7,6.43,0,-16.61357237
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.1,1.6,0.5543525,Kellwasser,0.75,1,17.06,100.9647749,251025.pO2PO4_55c.dat.31,10.09,0.7,-0.1,4.4,8.99,0.5,-138.3495037
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.1,1.7,0.554011959,Kellwasser,0.75,1,17.06,120.2411222,251025.pO2PO4_55c.dat.32,13.67,0.8,-0.1,4.4,12.57,0.5,-119.0731564
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,1.1,1.7,0.521273485,Kellwasser,1,0.75,18.18,109.2405873,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.32,12.2,0.6,0.1,3.28,8.26,-0.25,2.084030712
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,1.1,1.6,0.521273485,Kellwasser,1,0.75,18.18,91.41401824,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.31,12.2,0.5,0.1,3.28,8.26,-0.25,-15.74253838
1.2,1.3,0.431697772,Background,2.5,1,21.46,170.1500732,251103.pO2PO4_55b.dat.43,3.58,1,1.5,0.576999912,Kellwasser,0.75,1,17.06,80.04620759,251025.pO2PO4_55c.dat.20,12.84,0.2,-0.2,4.4,9.26,0,-90.10386566
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1,1.4,0.642239103,Kellwasser,1,0.75,18.18,179.7021687,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.24,11.1,0.3,-0.2,5.88,8.53,-0.25,70.15671144
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,0.9,1.4,0.66094357,Kellwasser,1,0.75,18.18,169.6706604,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.14,14.68,0.3,-0.2,5.88,11.01,-0.25,67.14219489
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,0.9,1.3,0.66094357,Kellwasser,1,0.75,18.18,145.8663173,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.13,14.68,0.2,-0.2,5.88,11.01,-0.25,43.33785182
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,251030.pO2PO4_55b.dat.13,8.26,0.3,-0.2,4.4,6.88,0,63.68473259
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,0.8,1.2,0.534846015,Kellwasser,0.75,1,17.06,130.6640625,251025.pO2PO4_55b.dat.02,15.69,0.3,-0.2,7,13.58,0.25,-72.88673073
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,0.8,1.2,0.534846015,Kellwasser,0.75,1,17.06,130.6640625,251025.pO2PO4_55b.dat.02,15.69,0.3,-0.2,7,13.58,0.25,-72.88673073
1.1,1.1,0.416669591,Background,2.5,1,21.46,113.6966021,251103.pO2PO4_55b.dat.31,3.85,1.1,1.6,0.521273485,Kellwasser,1,0.75,18.18,91.41401824,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.31,12.2,0.5,0,3.28,8.35,-0.25,-22.28258381
1.1,1.2,0.416669591,Background,2.5,1,21.46,136.0907772,251103.pO2PO4_55b.dat.32,3.85,1.1,1.6,0.521273485,Kellwasser,1,0.75,18.18,91.41401824,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.31,12.2,0.4,0,3.28,8.35,-0.25,-44.67675899
1.1,1.2,0.416669591,Background,2.5,1,21.46,136.0907772,251103.pO2PO4_55b.dat.32,3.85,1.1,1.7,0.521273485,Kellwasser,1,0.75,18.18,109.2405873,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.32,12.2,0.5,0,3.28,8.35,-0.25,-26.8501899
1.1,1.1,0.416669591,Background,2.5,1,21.46,113.6966021,251103.pO2PO4_55b.dat.31,3.85,1.1,1.7,0.521273485,Kellwasser,1,0.75,18.18,109.2405873,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.32,12.2,0.6,0,3.28,8.35,-0.25,-4.456014722
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,1.2,1.8,0.49245255,Kellwasser,0.75,1,17.06,146.8665869,251025.pO2PO4_55c.dat.43,10.64,0.8,0.2,4.4,7.89,0,59.02678825
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,1.2,1.9,0.49245255,Kellwasser,0.75,1,17.06,170.2301379,251025.pO2PO4_55c.dat.44,10.64,0.9,0.2,4.4,7.89,0,82.39033925
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,251030.pO2PO4_55b.dat.02,11.01,0.4,-0.1,7,9.18,0,-44.31035632
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,251030.pO2PO4_55b.dat.02,11.01,0.4,-0.1,7,9.18,0,-44.31035632
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,0.9,1.2,0.707311062,Kellwasser,1,0.75,18.18,123.9745034,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.12,9.27,0.3,0,3.28,6.43,-0.25,-93.77091192
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,1,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,251030.pO2PO4_55c.dat.20,8.53,0.7,0.1,7,6.7,0,-90.88551451
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,1,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,251030.pO2PO4_55c.dat.20,8.53,0.7,0.1,7,6.7,0,-90.88551451
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,1,1.4,0.615350876,Kellwasser,0.75,0.75,17.06,183.8741737,251030.pO2PO4_55b.dat.24,7.8,0.4,0,4.4,5.05,-0.25,96.03437502
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,1,1.4,0.642239103,Kellwasser,1,0.75,18.18,179.7021687,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.24,11.1,0.4,0.1,3.28,7.16,-0.25,96.36834875
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,1,1.4,0.615350876,Kellwasser,0.75,0.75,17.06,183.8741737,251030.pO2PO4_55b.dat.24,7.8,0.4,-0.1,7,5.51,0,106.3395393
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,1.2,1.8,0.49245255,Kellwasser,0.75,1,17.06,146.8665869,251025.pO2PO4_55c.dat.43,10.64,0.8,0.1,7,8.35,0.25,69.33195257
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,1.2,1.9,0.49245255,Kellwasser,0.75,1,17.06,170.2301379,251025.pO2PO4_55c.dat.44,10.64,0.9,0.1,7,8.35,0.25,92.69550357
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,1.2,1.6,0.634581795,Kellwasser,1,0.75,18.18,95.13406258,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.41,7.34,0.7,0.2,5.88,5.23,0,-108.4167307
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,1.2,1.6,0.634581795,Kellwasser,1,0.75,18.18,95.13406258,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.41,7.34,0.7,0.2,5.88,5.23,0,-108.4167307
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.1,1.6,0.5543525,Kellwasser,0.75,1,17.06,100.9647749,251025.pO2PO4_55c.dat.31,10.09,0.7,-0.1,7,8.9,0.5,-122.9948466
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.1,1.7,0.554011959,Kellwasser,0.75,1,17.06,120.2411222,251025.pO2PO4_55c.dat.32,13.67,0.8,-0.1,7,12.48,0.5,-103.7184993
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,1.1,1.5,0.646946866,Kellwasser,1,0.75,18.18,74.9922765,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.30,7.98,0.5,0,5.88,5.69,0,-2.542357834
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,1.1,1.5,0.646946866,Kellwasser,1,0.75,18.18,74.9922765,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.30,7.98,0.5,0.1,3.28,5.23,-0.25,-12.84752216
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,1.2,1.9,0.49245255,Kellwasser,0.75,1,17.06,170.2301379,251025.pO2PO4_55c.dat.44,10.64,0.8,0.2,4.4,6.7,0,63.07358128
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,1.2,1.8,0.49245255,Kellwasser,0.75,1,17.06,146.8665869,251025.pO2PO4_55c.dat.43,10.64,0.7,0.2,4.4,6.7,0,39.71003028
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.1,1.6,0.521273485,Kellwasser,1,0.75,18.18,91.41401824,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.31,12.2,0.7,-0.1,3.28,11.1,0.25,-147.9002604
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.1,1.7,0.521273485,Kellwasser,1,0.75,18.18,109.2405873,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.32,12.2,0.8,-0.1,3.28,11.1,0.25,-130.0736913
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,0.8,1.1,0.704886087,Kellwasser,0.75,0.75,17.06,102.3750592,251030.pO2PO4_55b.dat.01,7.8,0.2,-0.2,7,5.69,0,-101.175734
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,0.8,1.1,0.704886087,Kellwasser,0.75,0.75,17.06,102.3750592,251030.pO2PO4_55b.dat.01,7.8,0.2,-0.2,7,5.69,0,-101.175734
1.2,1.2,0.365956576,Background,5,1,24.06,122.8022011,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.42,3.58,1,1.4,0.642239103,Kellwasser,1,0.75,18.18,179.7021687,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.24,11.1,0.2,-0.2,5.88,7.52,-0.25,56.8999676
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1,1.5,0.524769688,Kellwasser,1,0.75,18.18,72.0914104,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.20,15.96,0.4,-0.2,5.88,13.67,0,-28.69259333
1.2,1.2,0.427080903,Background,2.5,1,21.46,145.293583,251103.pO2PO4_55b.dat.42,2.84,1,1.5,0.524769688,Kellwasser,1,0.75,18.18,72.0914104,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.20,15.96,0.3,-0.2,3.28,13.12,-0.25,-73.20217264
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,0.8,1.1,0.684237598,Kellwasser,1,0.75,18.18,103.7711627,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.01,12.57,0.1,-0.2,3.28,9.82,-0.25,15.93136403
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,0.8,1.2,0.684237598,Kellwasser,1,0.75,18.18,118.3068962,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.02,12.57,0.2,-0.2,3.28,9.82,-0.25,30.46709753
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,0.8,1.1,0.684237598,Kellwasser,1,0.75,18.18,103.7711627,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.01,12.57,0,-0.2,3.28,8.63,-0.25,-3.385393939
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,0.8,1.2,0.684237598,Kellwasser,1,0.75,18.18,118.3068962,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.02,12.57,0.1,-0.2,3.28,8.63,-0.25,11.15033956
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,1,1.3,0.679021468,Kellwasser,1,0.75,18.18,154.1479141,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.23,7.52,0.3,-0.1,5.88,5.23,0,76.61327982
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,251030.pO2PO4_55b.dat.13,8.26,0.6,0.1,7,6.43,0,19.00711504
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,251030.pO2PO4_55b.dat.13,8.26,0.6,0.1,7,6.43,0,19.00711504
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,1,1.5,0.524769688,Kellwasser,1,0.75,18.18,72.0914104,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.20,15.96,0.4,-0.1,5.88,12.29,-0.25,-30.4370551
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,1.2,1.7,0.472367969,Kellwasser,1,0.75,18.18,113.443406,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.42,9.91,0.7,0.2,3.28,7.16,-0.25,25.60360736
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,1,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,251030.pO2PO4_55c.dat.20,8.53,0.5,-0.1,4.4,7.15,0,-10.58720954
1.1,1.2,0.416669591,Background,2.5,1,21.46,136.0907772,251103.pO2PO4_55b.dat.32,3.85,1.2,1.8,0.49245255,Kellwasser,0.75,1,17.06,146.8665869,251025.pO2PO4_55c.dat.43,10.64,0.6,0.1,4.4,6.79,0,10.77580967
1.1,1.1,0.416669591,Background,2.5,1,21.46,113.6966021,251103.pO2PO4_55b.dat.31,3.85,1.2,1.8,0.49245255,Kellwasser,0.75,1,17.06,146.8665869,251025.pO2PO4_55c.dat.43,10.64,0.7,0.1,4.4,6.79,0,33.16998484
1.1,1.1,0.416669591,Background,2.5,1,21.46,113.6966021,251103.pO2PO4_55b.dat.31,3.85,1.2,1.9,0.49245255,Kellwasser,0.75,1,17.06,170.2301379,251025.pO2PO4_55c.dat.44,10.64,0.8,0.1,4.4,6.79,0,56.53353584
1.1,1.2,0.416669591,Background,2.5,1,21.46,136.0907772,251103.pO2PO4_55b.dat.32,3.85,1.2,1.9,0.49245255,Kellwasser,0.75,1,17.06,170.2301379,251025.pO2PO4_55c.dat.44,10.64,0.7,0.1,4.4,6.79,0,34.13936067
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,1,1.5,0.576999912,Kellwasser,0.75,1,17.06,80.04620759,251025.pO2PO4_55c.dat.20,12.84,0.6,0.1,4.4,10,0,-137.6992077
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,1.2,1.7,0.472367969,Kellwasser,1,0.75,18.18,113.443406,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.42,9.91,0.7,0.1,5.88,7.62,0,35.90877168
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,0.9,1.3,0.503735592,Kellwasser,0.75,1,17.06,161.3606291,251025.pO2PO4_55b.dat.13,11.56,0.3,-0.1,4.4,8.81,0,73.52083045
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,0.9,1.2,0.707311062,Kellwasser,1,0.75,18.18,123.9745034,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.12,9.27,0.2,0,3.28,5.33,-0.25,40.64068344
1.2,1.3,0.431697772,Background,2.5,1,21.46,170.1500732,251103.pO2PO4_55b.dat.43,3.58,1,1.5,0.524769688,Kellwasser,1,0.75,18.18,72.0914104,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.20,15.96,0.2,-0.2,3.28,12.38,-0.25,-98.05866284
1.2,1.2,0.427080903,Background,2.5,1,21.46,145.293583,251103.pO2PO4_55b.dat.42,2.84,1.1,1.6,0.5543525,Kellwasser,0.75,1,17.06,100.9647749,251025.pO2PO4_55c.dat.31,10.09,0.4,-0.1,4.4,7.25,0,-44.32880815
1.2,1.2,0.427080903,Background,2.5,1,21.46,145.293583,251103.pO2PO4_55b.dat.42,2.84,1.1,1.7,0.554011959,Kellwasser,0.75,1,17.06,120.2411222,251025.pO2PO4_55c.dat.32,13.67,0.5,-0.1,4.4,10.83,0,-25.05246085
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,0.9,1.3,0.503735592,Kellwasser,0.75,1,17.06,161.3606291,251025.pO2PO4_55b.dat.13,11.56,0.3,-0.2,7,9.27,0.25,83.82599477
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,1.2,1.7,0.472367969,Kellwasser,1,0.75,18.18,113.443406,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.42,9.91,0.6,0.2,3.28,5.97,-0.25,6.286849384
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,251030.pO2PO4_55c.dat.31,7.98,0.7,0.1,7,5.87,0,-108.7770215
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,251030.pO2PO4_55c.dat.31,7.98,0.7,0.1,7,5.87,0,-108.7770215
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,0.9,1.3,0.503735592,Kellwasser,0.75,1,17.06,161.3606291,251025.pO2PO4_55b.dat.13,11.56,0.2,-0.1,4.4,7.62,0,54.20407248
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,0.9,1.3,0.66094357,Kellwasser,1,0.75,18.18,145.8663173,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.13,14.68,0.4,0,3.28,11.84,-0.25,-71.87909796
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,0.9,1.4,0.66094357,Kellwasser,1,0.75,18.18,169.6706604,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.14,14.68,0.5,0,3.28,11.84,-0.25,-48.07475489
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.1,1.7,0.521273485,Kellwasser,1,0.75,18.18,109.2405873,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.32,12.2,0.8,-0.1,5.88,11.01,0.25,-114.7190342
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.1,1.6,0.521273485,Kellwasser,1,0.75,18.18,91.41401824,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.31,12.2,0.7,-0.1,5.88,11.01,0.25,-132.5456033
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1.1,1.6,0.5543525,Kellwasser,0.75,1,17.06,100.9647749,251025.pO2PO4_55c.dat.31,10.09,0.5,-0.1,7,7.8,0.25,0.180771165
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1.1,1.7,0.554011959,Kellwasser,0.75,1,17.06,120.2411222,251025.pO2PO4_55c.dat.32,13.67,0.6,-0.1,7,11.38,0.25,19.45711847
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1,1.5,0.576999912,Kellwasser,0.75,1,17.06,80.04620759,251025.pO2PO4_55c.dat.20,12.84,0.4,-0.2,7,10.27,0,-29.49924965
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1,1.4,0.615350876,Kellwasser,0.75,0.75,17.06,183.8741737,251030.pO2PO4_55b.dat.24,7.8,0.5,-0.2,4.4,6.7,0.25,-55.44010493
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,251030.pO2PO4_55b.dat.02,11.01,0.5,0,7,9.18,0,-8.689668903
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,251030.pO2PO4_55b.dat.02,11.01,0.5,0,7,9.18,0,-8.689668903
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.6,0,7,9.64,0,7.591399481
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.6,0,7,9.64,0,7.591399481
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.2,1.9,0.49245255,Kellwasser,0.75,1,17.06,170.2301379,251025.pO2PO4_55c.dat.44,10.64,1,0,4.4,9.54,0.5,-69.0841407
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.2,1.8,0.49245255,Kellwasser,0.75,1,17.06,146.8665869,251025.pO2PO4_55c.dat.43,10.64,0.9,0,4.4,9.54,0.5,-92.4476917
