pO2_bg,PO4_bg,mscore_bg,State_bg,pCO2_bg,efolding (m)_bg,globe_avg_temp (C)_bg,dissolved_O2_sur (molkg-1x1E6)_bg,file_bg,benthic_anoxia_bg,pO2_ev,PO4_ev,mscore_ev,State_ev,pCO2_ev,efolding (m)_ev,globe_avg_temp (C)_ev,dissolved_O2_sur (molkg-1x1E6)_ev,file_ev,benthic_anoxia_ev,PO4_change,pO2_change,temp_change,benthic_anoxia_change,efolding_change,dissolved_O2_change (avg over top 500 m)
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.1,1.5,0.646946866,Kellwasser,1,0.75,18.18,74.9922765,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.30,7.98,0.6,-0.1,3.28,6.88,0.25,-164.3220021
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.8,1.2,0.534846015,Kellwasser,0.75,1,17.06,130.6640625,251025.pO2PO4_55b.dat.02,15.69,0.4,-0.1,7,13.86,0.25,-35.47489173
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.8,1.2,0.534846015,Kellwasser,0.75,1,17.06,130.6640625,251025.pO2PO4_55b.dat.02,15.69,0.4,-0.1,7,13.86,0.25,-35.47489173
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,1.1,1.6,0.5543525,Kellwasser,0.75,1,17.06,100.9647749,251025.pO2PO4_55c.dat.31,10.09,0.5,0,7,6.42,0,-1.563690604
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,1.1,1.7,0.554011959,Kellwasser,0.75,1,17.06,120.2411222,251025.pO2PO4_55c.dat.32,13.67,0.6,0,7,10,0,17.7126567
1.1,1.1,0.416669591,Background,2.5,1,21.46,113.6966021,251103.pO2PO4_55b.dat.31,3.85,1.2,1.7,0.472367969,Kellwasser,1,0.75,18.18,113.443406,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.42,9.91,0.6,0.1,3.28,6.06,-0.25,-0.253196049
1.1,1.2,0.416669591,Background,2.5,1,21.46,136.0907772,251103.pO2PO4_55b.dat.32,3.85,1.2,1.7,0.472367969,Kellwasser,1,0.75,18.18,113.443406,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.42,9.91,0.5,0.1,3.28,6.06,-0.25,-22.64737122
1.2,1.3,0.431697772,Background,2.5,1,21.46,170.1500732,251103.pO2PO4_55b.dat.43,3.58,1.1,1.6,0.5543525,Kellwasser,0.75,1,17.06,100.9647749,251025.pO2PO4_55c.dat.31,10.09,0.3,-0.1,4.4,6.51,0,-69.18529835
1.2,1.3,0.431697772,Background,2.5,1,21.46,170.1500732,251103.pO2PO4_55b.dat.43,3.58,1.1,1.7,0.554011959,Kellwasser,0.75,1,17.06,120.2411222,251025.pO2PO4_55c.dat.32,13.67,0.4,-0.1,4.4,10.09,0,-49.90895105
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.8,0.1,3.28,11.37,0,47.24770406
1.2,1.1,0.468167688,Background,2.5,0.75,21.46,111.5448613,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.41,1.65,1,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,251030.pO2PO4_55c.dat.20,8.53,0.4,-0.2,4.4,6.88,0,-36.29142157
1.1,1.1,0.416669591,Background,2.5,1,21.46,113.6966021,251103.pO2PO4_55b.dat.31,3.85,0.9,1.3,0.503735592,Kellwasser,0.75,1,17.06,161.3606291,251025.pO2PO4_55b.dat.13,11.56,0.2,-0.2,4.4,7.71,0,47.66402704
1.1,1.2,0.416669591,Background,2.5,1,21.46,136.0907772,251103.pO2PO4_55b.dat.32,3.85,0.9,1.3,0.503735592,Kellwasser,0.75,1,17.06,161.3606291,251025.pO2PO4_55b.dat.13,11.56,0.1,-0.2,4.4,7.71,0,25.26985187
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1,1.3,0.679021468,Kellwasser,1,0.75,18.18,154.1479141,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.23,7.52,0.4,-0.2,3.28,6.42,0.25,-85.16636445
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.8,1.1,0.704886087,Kellwasser,0.75,0.75,17.06,102.3750592,251030.pO2PO4_55b.dat.01,7.8,0.3,-0.1,7,5.97,0,-63.76389501
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.8,1.1,0.704886087,Kellwasser,0.75,0.75,17.06,102.3750592,251030.pO2PO4_55b.dat.01,7.8,0.3,-0.1,7,5.97,0,-63.76389501
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,1,1.5,0.576999912,Kellwasser,0.75,1,17.06,80.04620759,251025.pO2PO4_55c.dat.20,12.84,0.5,0.1,4.4,8.9,0,-3.28761234
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,1.2,1.6,0.634581795,Kellwasser,1,0.75,18.18,95.13406258,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.41,7.34,0.6,0.1,3.28,5.96,0,9.293413314
1.2,1.1,0.468167688,Background,2.5,0.75,21.46,111.5448613,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.41,1.65,1.2,1.6,0.634581795,Kellwasser,1,0.75,18.18,95.13406258,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.41,7.34,0.5,0,3.28,5.69,0,-16.41079871
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.2,1.7,0.472367969,Kellwasser,1,0.75,18.18,113.443406,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.42,9.91,0.8,0,3.28,8.81,0.25,-125.8708726
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1,1.4,0.615350876,Kellwasser,0.75,0.75,17.06,183.8741737,251030.pO2PO4_55b.dat.24,7.8,0.5,-0.2,7,6.61,0.25,-40.08544784
1.2,1.2,0.427080903,Background,2.5,1,21.46,145.293583,251103.pO2PO4_55b.dat.42,2.84,1.1,1.6,0.521273485,Kellwasser,1,0.75,18.18,91.41401824,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.31,12.2,0.4,-0.1,3.28,9.36,-0.25,-53.8795648
1.2,1.2,0.427080903,Background,2.5,1,21.46,145.293583,251103.pO2PO4_55b.dat.42,2.84,1.1,1.7,0.521273485,Kellwasser,1,0.75,18.18,109.2405873,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.32,12.2,0.5,-0.1,3.28,9.36,-0.25,-36.05299571
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.4,-0.2,4.4,10.09,0,87.88970445
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,0.9,1.4,0.66094357,Kellwasser,1,0.75,18.18,169.6706604,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.14,14.68,0.4,0,3.28,10.74,-0.25,86.33684047
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,0.9,1.3,0.66094357,Kellwasser,1,0.75,18.18,145.8663173,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.13,14.68,0.3,0,3.28,10.74,-0.25,62.5324974
1.2,1.2,0.427080903,Background,2.5,1,21.46,145.293583,251103.pO2PO4_55b.dat.42,2.84,1.1,1.5,0.646946866,Kellwasser,1,0.75,18.18,74.9922765,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.30,7.98,0.3,-0.1,3.28,5.14,-0.25,-70.30130655
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.1,1.5,0.646946866,Kellwasser,1,0.75,18.18,74.9922765,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.30,7.98,0.6,-0.1,5.88,6.79,0.25,-148.967345
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.2,1.9,0.49245255,Kellwasser,0.75,1,17.06,170.2301379,251025.pO2PO4_55c.dat.44,10.64,1,0,7,9.45,0.5,-53.72948361
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.2,1.8,0.49245255,Kellwasser,0.75,1,17.06,146.8665869,251025.pO2PO4_55c.dat.43,10.64,0.9,0,7,9.45,0.5,-77.09303461
1.2,1.2,0.365956576,Background,5,1,24.06,122.8022011,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.42,3.58,1,1.5,0.576999912,Kellwasser,0.75,1,17.06,80.04620759,251025.pO2PO4_55c.dat.20,12.84,0.3,-0.2,7,9.26,0,-42.75599349
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1.1,1.7,0.521273485,Kellwasser,1,0.75,18.18,109.2405873,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.32,12.2,0.6,-0.1,5.88,9.91,0,8.4565836
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1.1,1.6,0.521273485,Kellwasser,1,0.75,18.18,91.41401824,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.31,12.2,0.5,-0.1,5.88,9.91,0,-9.369985492
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,1,1.5,0.524769688,Kellwasser,1,0.75,18.18,72.0914104,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.20,15.96,0.6,0.1,3.28,13.12,-0.25,-145.6540049
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,251030.pO2PO4_55b.dat.13,8.26,0.3,-0.2,7,5.97,0,71.99074753
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1,1.3,0.679021468,Kellwasser,1,0.75,18.18,154.1479141,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.23,7.52,0.4,-0.2,5.88,6.33,0.25,-69.81170736
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,1.1,1.7,0.521273485,Kellwasser,1,0.75,18.18,109.2405873,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.32,12.2,0.6,0,5.88,8.53,-0.25,6.712121831
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,1.1,1.6,0.521273485,Kellwasser,1,0.75,18.18,91.41401824,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.31,12.2,0.5,0,5.88,8.53,-0.25,-11.11444726
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,251030.pO2PO4_55b.dat.13,8.26,0.3,-0.1,4.4,5.51,-0.25,61.6855832
1.2,1.3,0.431697772,Background,2.5,1,21.46,170.1500732,251103.pO2PO4_55b.dat.43,3.58,1.1,1.7,0.521273485,Kellwasser,1,0.75,18.18,109.2405873,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.32,12.2,0.4,-0.1,3.28,8.62,-0.25,-60.90948591
1.2,1.3,0.431697772,Background,2.5,1,21.46,170.1500732,251103.pO2PO4_55b.dat.43,3.58,1.1,1.6,0.521273485,Kellwasser,1,0.75,18.18,91.41401824,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.31,12.2,0.3,-0.1,3.28,8.62,-0.25,-78.736055
1.2,1.1,0.468167688,Background,2.5,0.75,21.46,111.5448613,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.41,1.65,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.7,0,3.28,11.1,0,21.54349204
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.7,0.1,7,9.64,0,43.21208689
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,251030.pO2PO4_55b.dat.14,11.47,0.7,0.1,7,9.64,0,43.21208689
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.8,1.2,0.534846015,Kellwasser,0.75,1,17.06,130.6640625,251025.pO2PO4_55b.dat.02,15.69,0.5,0,7,13.86,0.25,0.145795685
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.8,1.2,0.534846015,Kellwasser,0.75,1,17.06,130.6640625,251025.pO2PO4_55b.dat.02,15.69,0.5,0,7,13.86,0.25,0.145795685
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1,1.4,0.615350876,Kellwasser,0.75,0.75,17.06,183.8741737,251030.pO2PO4_55b.dat.24,7.8,0.3,-0.2,7,5.51,0,83.09016994
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1.1,1.5,0.646946866,Kellwasser,1,0.75,18.18,74.9922765,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.30,7.98,0.4,-0.1,5.88,5.69,0,-25.79172724
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1,1.5,0.524769688,Kellwasser,1,0.75,18.18,72.0914104,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.20,15.96,0.4,-0.2,5.88,13.39,-0.25,-37.45404683
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.2,1.7,0.472367969,Kellwasser,1,0.75,18.18,113.443406,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.42,9.91,0.8,0,5.88,8.72,0.25,-110.5162155
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1,1.3,0.679021468,Kellwasser,1,0.75,18.18,154.1479141,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.23,7.52,0.2,-0.2,5.88,5.23,0,53.36391041
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.8,1.1,0.704886087,Kellwasser,0.75,0.75,17.06,102.3750592,251030.pO2PO4_55b.dat.01,7.8,0.4,0,7,5.97,0,-28.1432076
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.8,1.1,0.704886087,Kellwasser,0.75,0.75,17.06,102.3750592,251030.pO2PO4_55b.dat.01,7.8,0.4,0,7,5.97,0,-28.1432076
1.2,1.2,0.427080903,Background,2.5,1,21.46,145.293583,251103.pO2PO4_55b.dat.42,2.84,1.2,1.8,0.49245255,Kellwasser,0.75,1,17.06,146.8665869,251025.pO2PO4_55c.dat.43,10.64,0.6,0,4.4,7.8,0,1.573003854
1.2,1.2,0.427080903,Background,2.5,1,21.46,145.293583,251103.pO2PO4_55b.dat.42,2.84,1.2,1.9,0.49245255,Kellwasser,0.75,1,17.06,170.2301379,251025.pO2PO4_55c.dat.44,10.64,0.7,0,4.4,7.8,0,24.93655485
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1.2,1.8,0.49245255,Kellwasser,0.75,1,17.06,146.8665869,251025.pO2PO4_55c.dat.43,10.64,0.7,0,7,8.35,0.25,46.08258317
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1.2,1.9,0.49245255,Kellwasser,0.75,1,17.06,170.2301379,251025.pO2PO4_55c.dat.44,10.64,0.8,0,7,8.35,0.25,69.44613417
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,251030.pO2PO4_55b.dat.02,11.01,0.2,-0.2,4.4,8.26,-0.25,33.98879926
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,251030.pO2PO4_55b.dat.02,11.01,0.1,-0.2,4.4,7.07,-0.25,14.67204129
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,251030.pO2PO4_55c.dat.31,7.98,0.6,0,4.4,6.6,0,8.933122444
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,1.2,1.9,0.49245255,Kellwasser,0.75,1,17.06,170.2301379,251025.pO2PO4_55c.dat.44,10.64,0.8,0.1,7,6.97,0,67.7016724
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,1.2,1.8,0.49245255,Kellwasser,0.75,1,17.06,146.8665869,251025.pO2PO4_55c.dat.43,10.64,0.7,0.1,7,6.97,0,44.3381214
0.9,1,0.356375169,Background,2.5,1,21.46,83.33381993,251103.pO2PO4_55b.dat.10,3.94,1,1.5,0.524769688,Kellwasser,1,0.75,18.18,72.0914104,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.20,15.96,0.5,0.1,3.28,12.02,-0.25,-11.24240953
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1.1,1.6,0.5543525,Kellwasser,0.75,1,17.06,100.9647749,251025.pO2PO4_55c.dat.31,10.09,0.5,-0.1,7,7.52,0,-8.580682335
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1.1,1.7,0.554011959,Kellwasser,0.75,1,17.06,120.2411222,251025.pO2PO4_55c.dat.32,13.67,0.6,-0.1,7,11.1,0,10.69566496
1.2,1.3,0.431697772,Background,2.5,1,21.46,170.1500732,251103.pO2PO4_55b.dat.43,3.58,1.2,1.9,0.49245255,Kellwasser,0.75,1,17.06,170.2301379,251025.pO2PO4_55c.dat.44,10.64,0.6,0,4.4,7.06,0,0.080064655
1.2,1.3,0.431697772,Background,2.5,1,21.46,170.1500732,251103.pO2PO4_55b.dat.43,3.58,1.2,1.8,0.49245255,Kellwasser,0.75,1,17.06,146.8665869,251025.pO2PO4_55c.dat.43,10.64,0.5,0,4.4,7.06,0,-23.28348635
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,1,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,251030.pO2PO4_55c.dat.20,8.53,0.5,0,4.4,5.78,-0.25,-12.58635893
1.2,1.2,0.427080903,Background,2.5,1,21.46,145.293583,251103.pO2PO4_55b.dat.42,2.84,1.2,1.7,0.472367969,Kellwasser,1,0.75,18.18,113.443406,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.42,9.91,0.5,0,3.28,7.07,-0.25,-31.85017704
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,1,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,251030.pO2PO4_55c.dat.20,8.53,0.5,-0.1,7,6.24,0,-2.281194611
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,0.8,1.1,0.512140493,Kellwasser,1,0.5,18.18,94.47151388,Devon370Ma_050Remin_1pCO2.pO2PO4_55b.dat.01,8.26,0.2,-0.2,5.88,6.15,-0.25,-109.0792794
1,0.9,0.427189722,Background,5,0.75,24.06,203.5507932,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.24,2.11,0.8,1.1,0.512140493,Kellwasser,1,0.5,18.18,94.47151388,Devon370Ma_050Remin_1pCO2.pO2PO4_55b.dat.01,8.26,0.2,-0.2,5.88,6.15,-0.25,-109.0792794
1.2,1.2,0.365956576,Background,5,1,24.06,122.8022011,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.42,3.58,1,1.5,0.524769688,Kellwasser,1,0.75,18.18,72.0914104,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.20,15.96,0.3,-0.2,5.88,12.38,-0.25,-50.71079067
1.2,1.1,0.468167688,Background,2.5,0.75,21.46,111.5448613,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.41,1.65,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,251030.pO2PO4_55c.dat.31,7.98,0.5,-0.1,4.4,6.33,0,-16.77108958
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1.2,1.7,0.472367969,Kellwasser,1,0.75,18.18,113.443406,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.42,9.91,0.6,0,5.88,7.62,0,12.65940227
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,1.2,1.7,0.472367969,Kellwasser,1,0.75,18.18,113.443406,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.42,9.91,0.6,0.1,5.88,6.24,-0.25,10.9149405
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,0.9,1.3,0.503735592,Kellwasser,0.75,1,17.06,161.3606291,251025.pO2PO4_55b.dat.13,11.56,0.2,-0.2,7,7.89,0,58.8321636
1.2,1.3,0.431697772,Background,2.5,1,21.46,170.1500732,251103.pO2PO4_55b.dat.43,3.58,1.2,1.7,0.472367969,Kellwasser,1,0.75,18.18,113.443406,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.42,9.91,0.4,0,3.28,6.33,-0.25,-56.70666724
1.2,1.2,0.365956576,Background,5,1,24.06,122.8022011,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.42,3.58,1.1,1.6,0.5543525,Kellwasser,0.75,1,17.06,100.9647749,251025.pO2PO4_55c.dat.31,10.09,0.4,-0.1,7,6.51,0,-21.83742618
1.2,1.2,0.365956576,Background,5,1,24.06,122.8022011,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.42,3.58,1.1,1.7,0.554011959,Kellwasser,0.75,1,17.06,120.2411222,251025.pO2PO4_55c.dat.32,13.67,0.5,-0.1,7,10.09,0,-2.561078876
1.1,1,0.390493104,Background,5,0.75,24.06,77.53463433,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.30,2.29,1.2,1.6,0.634581795,Kellwasser,1,0.75,18.18,95.13406258,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.41,7.34,0.6,0.1,5.88,5.05,0,17.59942825
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,0.8,1.2,0.684237598,Kellwasser,1,0.75,18.18,118.3068962,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.02,12.57,0.3,-0.1,3.28,9.73,-0.25,-99.4385191
0.9,0.9,0.351258549,Background,2.5,1,21.46,217.7454153,251103.pO2PO4_55a.dat.14,2.84,0.8,1.1,0.684237598,Kellwasser,1,0.75,18.18,103.7711627,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.01,12.57,0.2,-0.1,3.28,9.73,-0.25,-113.9742526
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,1.2,1.8,0.375039434,Kellwasser,1,0.75,18.18,133.0883533,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.43,12.75,0.8,0.2,3.28,10,-0.25,45.24855467
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1.1,1.7,0.521273485,Kellwasser,1,0.75,18.18,109.2405873,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.32,12.2,0.6,-0.1,5.88,9.63,-0.25,-0.3048699
1.2,1.1,0.355242122,Background,5,1,24.06,109.5454572,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.41,2.57,1.1,1.6,0.521273485,Kellwasser,1,0.75,18.18,91.41401824,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.31,12.2,0.5,-0.1,5.88,9.63,-0.25,-18.13143899
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,0.8,1.1,0.704886087,Kellwasser,0.75,0.75,17.06,102.3750592,251030.pO2PO4_55b.dat.01,7.8,0.1,-0.2,4.4,5.05,-0.25,14.53526056
1,1,0.371971628,Background,2.5,1,21.46,87.83979865,251103.pO2PO4_55b.dat.20,2.75,0.8,1.2,0.534846015,Kellwasser,0.75,1,17.06,130.6640625,251025.pO2PO4_55b.dat.02,15.69,0.2,-0.2,4.4,12.94,0,42.82426385
